User-id,Game-title,Genre,personal-rating
33121288,Deus Ex Human Revolution,Shooter,5
33865373,Deus Ex Human Revolution,Shooter,5
34177747,Deus Ex Human Revolution,Shooter,5
35701646,Deus Ex Human Revolution,Shooter,5
38049880,Deus Ex Human Revolution,Shooter,1
39622853,Deus Ex Human Revolution,Shooter,5
44314169,Deus Ex Human Revolution,Shooter,5
45411694,Deus Ex Human Revolution,Shooter,5
45617627,Deus Ex Human Revolution,Shooter,2
47500408,Deus Ex Human Revolution,Shooter,5
48798067,Deus Ex Human Revolution,Shooter,5
49462664,Deus Ex Human Revolution,Shooter,3
50229934,Deus Ex Human Revolution,Shooter,5
51557405,Deus Ex Human Revolution,Shooter,3
51699341,Deus Ex Human Revolution,Shooter,3
51941260,Deus Ex Human Revolution,Shooter,2
52723676,Deus Ex Human Revolution,Shooter,5
53091150,Deus Ex Human Revolution,Shooter,4
53875128,Deus Ex Human Revolution,Shooter,4
54310644,Deus Ex Human Revolution,Shooter,2
54637394,Deus Ex Human Revolution,Shooter,5
55763300,Deus Ex Human Revolution,Shooter,1
55906572,Deus Ex Human Revolution,Shooter,2
56038151,Deus Ex Human Revolution,Shooter,3
56333620,Deus Ex Human Revolution,Shooter,5
58345543,Deus Ex Human Revolution,Shooter,5
59005471,Deus Ex Human Revolution,Shooter,4
59099129,Deus Ex Human Revolution,Shooter,1
59662830,Deus Ex Human Revolution,Shooter,1
59925638,Deus Ex Human Revolution,Shooter,5
60611062,Deus Ex Human Revolution,Shooter,1
60744461,Deus Ex Human Revolution,Shooter,5
61189155,Deus Ex Human Revolution,Shooter,3
62481936,Deus Ex Human Revolution,Shooter,5
62633395,Deus Ex Human Revolution,Shooter,4
65350586,Deus Ex Human Revolution,Shooter,3
65958466,Deus Ex Human Revolution,Shooter,5
68200610,Deus Ex Human Revolution,Shooter,5
68316900,Deus Ex Human Revolution,Shooter,5
69587339,Deus Ex Human Revolution,Shooter,4
70408902,Deus Ex Human Revolution,Shooter,2
71510748,Deus Ex Human Revolution,Shooter,3
71777065,Deus Ex Human Revolution,Shooter,1
73495968,Deus Ex Human Revolution,Shooter,4
73564778,Deus Ex Human Revolution,Shooter,5
74772820,Deus Ex Human Revolution,Shooter,5
77127388,Deus Ex Human Revolution,Shooter,5
79073449,Deus Ex Human Revolution,Shooter,1
80779496,Deus Ex Human Revolution,Shooter,3
82046939,Deus Ex Human Revolution,Shooter,1
82287546,Deus Ex Human Revolution,Shooter,1
83751255,Deus Ex Human Revolution,Shooter,4
83770731,Deus Ex Human Revolution,Shooter,2
85366890,Deus Ex Human Revolution,Shooter,5
85497862,Deus Ex Human Revolution,Shooter,3
85673716,Deus Ex Human Revolution,Shooter,5
86041729,Deus Ex Human Revolution,Shooter,5
86055705,Deus Ex Human Revolution,Shooter,2
86256882,Deus Ex Human Revolution,Shooter,5
86332470,Deus Ex Human Revolution,Shooter,5
86469479,Deus Ex Human Revolution,Shooter,3
87694960,Deus Ex Human Revolution,Shooter,5
88035166,Deus Ex Human Revolution,Shooter,1
91567150,Deus Ex Human Revolution,Shooter,5
92663477,Deus Ex Human Revolution,Shooter,1
93413084,Deus Ex Human Revolution,Shooter,2
94110492,Deus Ex Human Revolution,Shooter,2
94851051,Deus Ex Human Revolution,Shooter,5
98312003,Deus Ex Human Revolution,Shooter,1
101530848,Deus Ex Human Revolution,Shooter,5
101690993,Deus Ex Human Revolution,Shooter,5
103911620,Deus Ex Human Revolution,Shooter,5
107452765,Deus Ex Human Revolution,Shooter,2
112199961,Deus Ex Human Revolution,Shooter,4
116482142,Deus Ex Human Revolution,Shooter,5
123101539,Deus Ex Human Revolution,Shooter,5
135879753,Deus Ex Human Revolution,Shooter,2
145512685,Deus Ex Human Revolution,Shooter,3
165877735,Deus Ex Human Revolution,Shooter,1
5250,Portal 2,Shooter,3
76767,Portal 2,Shooter,4
298950,Portal 2,Shooter,4
561758,Portal 2,Shooter,5
975449,Portal 2,Shooter,5
2110581,Portal 2,Shooter,3
2259650,Portal 2,Shooter,5
2643609,Portal 2,Shooter,3
2753525,Portal 2,Shooter,3
3449240,Portal 2,Shooter,2
3527485,Portal 2,Shooter,3
4824107,Portal 2,Shooter,4
6717871,Portal 2,Shooter,4
7015471,Portal 2,Shooter,5
7431946,Portal 2,Shooter,3
8542204,Portal 2,Shooter,4
8776918,Portal 2,Shooter,4
8795607,Portal 2,Shooter,5
9128105,Portal 2,Shooter,2
9823354,Portal 2,Shooter,4
9845449,Portal 2,Shooter,4
9946133,Portal 2,Shooter,3
10162301,Portal 2,Shooter,3
10450544,Portal 2,Shooter,3
10856494,Portal 2,Shooter,5
11149819,Portal 2,Shooter,2
11161178,Portal 2,Shooter,3
11207650,Portal 2,Shooter,5
11373749,Portal 2,Shooter,5
11403772,Portal 2,Shooter,3
11794760,Portal 2,Shooter,1
11807754,Portal 2,Shooter,5
11813637,Portal 2,Shooter,2
12130111,Portal 2,Shooter,5
12144171,Portal 2,Shooter,4
12610800,Portal 2,Shooter,2
13190476,Portal 2,Shooter,4
14417857,Portal 2,Shooter,5
14465359,Portal 2,Shooter,4
14671378,Portal 2,Shooter,5
14962163,Portal 2,Shooter,3
15196746,Portal 2,Shooter,5
15305418,Portal 2,Shooter,5
16084897,Portal 2,Shooter,3
16154372,Portal 2,Shooter,1
16645459,Portal 2,Shooter,3
17017968,Portal 2,Shooter,5
17530772,Portal 2,Shooter,3
17649444,Portal 2,Shooter,4
19085114,Portal 2,Shooter,5
19586574,Portal 2,Shooter,5
19696244,Portal 2,Shooter,5
20704366,Portal 2,Shooter,3
20772968,Portal 2,Shooter,5
21316693,Portal 2,Shooter,5
22371742,Portal 2,Shooter,5
23492094,Portal 2,Shooter,2
23608098,Portal 2,Shooter,5
23717586,Portal 2,Shooter,5
24469287,Portal 2,Shooter,2
24632218,Portal 2,Shooter,3
25096601,Portal 2,Shooter,1
26762388,Portal 2,Shooter,5
27169419,Portal 2,Shooter,4
27279261,Portal 2,Shooter,5
27545486,Portal 2,Shooter,5
27901693,Portal 2,Shooter,2
29239329,Portal 2,Shooter,3
29569611,Portal 2,Shooter,4
30440303,Portal 2,Shooter,2
30699429,Portal 2,Shooter,2
31187179,Portal 2,Shooter,2
31669242,Portal 2,Shooter,2
32847394,Portal 2,Shooter,2
33013552,Portal 2,Shooter,5
33282871,Portal 2,Shooter,5
33452361,Portal 2,Shooter,4
33518079,Portal 2,Shooter,2
33622085,Portal 2,Shooter,3
33651880,Portal 2,Shooter,5
33706322,Portal 2,Shooter,1
33865373,Portal 2,Shooter,5
34177747,Portal 2,Shooter,5
34442062,Portal 2,Shooter,5
34582304,Portal 2,Shooter,3
34901647,Portal 2,Shooter,4
34919318,Portal 2,Shooter,2
35039277,Portal 2,Shooter,4
35701646,Portal 2,Shooter,2
35864169,Portal 2,Shooter,5
36404933,Portal 2,Shooter,5
36502549,Portal 2,Shooter,3
36546868,Portal 2,Shooter,5
36557643,Portal 2,Shooter,5
37706629,Portal 2,Shooter,5
37827989,Portal 2,Shooter,2
38049880,Portal 2,Shooter,2
38465050,Portal 2,Shooter,5
39037163,Portal 2,Shooter,3
39082468,Portal 2,Shooter,1
39322716,Portal 2,Shooter,3
39446138,Portal 2,Shooter,5
39622853,Portal 2,Shooter,5
39941720,Portal 2,Shooter,3
40212239,Portal 2,Shooter,2
40837142,Portal 2,Shooter,4
42657809,Portal 2,Shooter,3
43908860,Portal 2,Shooter,4
43913966,Portal 2,Shooter,5
44314169,Portal 2,Shooter,4
44472980,Portal 2,Shooter,2
44482198,Portal 2,Shooter,1
44545959,Portal 2,Shooter,5
45353031,Portal 2,Shooter,2
45411694,Portal 2,Shooter,2
45617627,Portal 2,Shooter,2
45974860,Portal 2,Shooter,5
46030552,Portal 2,Shooter,1
47384202,Portal 2,Shooter,2
48525807,Portal 2,Shooter,5
49228258,Portal 2,Shooter,4
49350285,Portal 2,Shooter,4
49462664,Portal 2,Shooter,5
49893565,Portal 2,Shooter,5
50700418,Portal 2,Shooter,2
50797633,Portal 2,Shooter,5
50811344,Portal 2,Shooter,2
50818751,Portal 2,Shooter,5
51557405,Portal 2,Shooter,5
52731290,Portal 2,Shooter,4
53091150,Portal 2,Shooter,3
53875128,Portal 2,Shooter,5
53898495,Portal 2,Shooter,1
54103616,Portal 2,Shooter,2
54310644,Portal 2,Shooter,1
54637394,Portal 2,Shooter,3
55426012,Portal 2,Shooter,5
55906572,Portal 2,Shooter,3
55975168,Portal 2,Shooter,5
56333620,Portal 2,Shooter,4
58345543,Portal 2,Shooter,3
58761868,Portal 2,Shooter,2
58768356,Portal 2,Shooter,5
58931437,Portal 2,Shooter,3
59536273,Portal 2,Shooter,5
59790700,Portal 2,Shooter,1
59825286,Portal 2,Shooter,2
59925638,Portal 2,Shooter,5
60608576,Portal 2,Shooter,2
60611062,Portal 2,Shooter,1
60859695,Portal 2,Shooter,5
61506388,Portal 2,Shooter,2
62858973,Portal 2,Shooter,3
62990992,Portal 2,Shooter,4
63157803,Portal 2,Shooter,5
64261708,Portal 2,Shooter,2
64754418,Portal 2,Shooter,2
65064340,Portal 2,Shooter,2
65117175,Portal 2,Shooter,3
65145468,Portal 2,Shooter,5
65147980,Portal 2,Shooter,4
65152385,Portal 2,Shooter,4
65225038,Portal 2,Shooter,1
65315657,Portal 2,Shooter,1
65420540,Portal 2,Shooter,1
65754991,Portal 2,Shooter,2
65909415,Portal 2,Shooter,2
66255019,Portal 2,Shooter,2
66596291,Portal 2,Shooter,1
66687732,Portal 2,Shooter,4
67349307,Portal 2,Shooter,5
67579257,Portal 2,Shooter,2
67694595,Portal 2,Shooter,3
69009454,Portal 2,Shooter,2
69587339,Portal 2,Shooter,2
69954842,Portal 2,Shooter,4
70408902,Portal 2,Shooter,3
71390526,Portal 2,Shooter,2
71510748,Portal 2,Shooter,5
72978546,Portal 2,Shooter,1
73564778,Portal 2,Shooter,5
73721802,Portal 2,Shooter,3
73835640,Portal 2,Shooter,3
74157312,Portal 2,Shooter,4
74161590,Portal 2,Shooter,5
74772820,Portal 2,Shooter,4
75240572,Portal 2,Shooter,4
76296787,Portal 2,Shooter,5
77127388,Portal 2,Shooter,1
77214425,Portal 2,Shooter,5
77542968,Portal 2,Shooter,1
78053539,Portal 2,Shooter,5
78309377,Portal 2,Shooter,5
78341587,Portal 2,Shooter,5
80128229,Portal 2,Shooter,1
80189887,Portal 2,Shooter,1
80494893,Portal 2,Shooter,5
80522069,Portal 2,Shooter,5
80550861,Portal 2,Shooter,4
80604456,Portal 2,Shooter,5
80630217,Portal 2,Shooter,4
80650761,Portal 2,Shooter,2
80988171,Portal 2,Shooter,5
81160212,Portal 2,Shooter,2
81170946,Portal 2,Shooter,1
81439192,Portal 2,Shooter,2
81585721,Portal 2,Shooter,5
81591317,Portal 2,Shooter,4
81901544,Portal 2,Shooter,5
81943620,Portal 2,Shooter,2
82046939,Portal 2,Shooter,5
82385352,Portal 2,Shooter,5
82448039,Portal 2,Shooter,5
82686146,Portal 2,Shooter,5
82778779,Portal 2,Shooter,5
83090686,Portal 2,Shooter,5
83589156,Portal 2,Shooter,3
83746733,Portal 2,Shooter,2
83975567,Portal 2,Shooter,5
84045371,Portal 2,Shooter,1
84883272,Portal 2,Shooter,5
85366890,Portal 2,Shooter,2
85458882,Portal 2,Shooter,5
85935348,Portal 2,Shooter,4
86041729,Portal 2,Shooter,1
86055705,Portal 2,Shooter,5
86182317,Portal 2,Shooter,2
86256882,Portal 2,Shooter,2
86338111,Portal 2,Shooter,2
86623169,Portal 2,Shooter,3
87071236,Portal 2,Shooter,5
87694960,Portal 2,Shooter,2
87734805,Portal 2,Shooter,1
88199811,Portal 2,Shooter,1
88344296,Portal 2,Shooter,3
88525821,Portal 2,Shooter,3
88921433,Portal 2,Shooter,3
89422440,Portal 2,Shooter,1
90154893,Portal 2,Shooter,3
90272527,Portal 2,Shooter,4
91859894,Portal 2,Shooter,5
92393218,Portal 2,Shooter,5
92595907,Portal 2,Shooter,2
93275329,Portal 2,Shooter,5
93413084,Portal 2,Shooter,3
93644606,Portal 2,Shooter,5
94088853,Portal 2,Shooter,2
94142618,Portal 2,Shooter,2
94269421,Portal 2,Shooter,2
94936385,Portal 2,Shooter,5
95695156,Portal 2,Shooter,2
95699780,Portal 2,Shooter,5
96221495,Portal 2,Shooter,3
96282673,Portal 2,Shooter,1
96440794,Portal 2,Shooter,4
96588736,Portal 2,Shooter,3
99077905,Portal 2,Shooter,5
99264709,Portal 2,Shooter,3
100053304,Portal 2,Shooter,1
100519466,Portal 2,Shooter,4
100741663,Portal 2,Shooter,2
100833937,Portal 2,Shooter,4
100993239,Portal 2,Shooter,1
101212067,Portal 2,Shooter,5
101687527,Portal 2,Shooter,5
101690993,Portal 2,Shooter,4
102016550,Portal 2,Shooter,5
102927775,Portal 2,Shooter,3
103260848,Portal 2,Shooter,5
103371488,Portal 2,Shooter,5
103411746,Portal 2,Shooter,1
103669953,Portal 2,Shooter,2
106147454,Portal 2,Shooter,3
106760673,Portal 2,Shooter,3
106834867,Portal 2,Shooter,5
107377573,Portal 2,Shooter,4
107452765,Portal 2,Shooter,3
108007732,Portal 2,Shooter,4
109201849,Portal 2,Shooter,2
109780632,Portal 2,Shooter,5
110194091,Portal 2,Shooter,5
110412872,Portal 2,Shooter,2
110546460,Portal 2,Shooter,2
110881546,Portal 2,Shooter,5
111044780,Portal 2,Shooter,3
111362598,Portal 2,Shooter,1
112763045,Portal 2,Shooter,5
113268833,Portal 2,Shooter,4
113546110,Portal 2,Shooter,5
114727578,Portal 2,Shooter,4
115167911,Portal 2,Shooter,2
115996656,Portal 2,Shooter,4
116325720,Portal 2,Shooter,4
116564064,Portal 2,Shooter,3
116617462,Portal 2,Shooter,1
117531196,Portal 2,Shooter,3
118693973,Portal 2,Shooter,2
119619506,Portal 2,Shooter,2
122026623,Portal 2,Shooter,2
122679931,Portal 2,Shooter,5
123974970,Portal 2,Shooter,2
124437057,Portal 2,Shooter,5
124443679,Portal 2,Shooter,1
124712421,Portal 2,Shooter,1
124725852,Portal 2,Shooter,1
124878949,Portal 2,Shooter,5
125017535,Portal 2,Shooter,3
126522515,Portal 2,Shooter,2
127220350,Portal 2,Shooter,5
127272741,Portal 2,Shooter,1
129211317,Portal 2,Shooter,3
129391396,Portal 2,Shooter,2
130312302,Portal 2,Shooter,5
130324181,Portal 2,Shooter,1
131348564,Portal 2,Shooter,2
131610144,Portal 2,Shooter,4
132300630,Portal 2,Shooter,4
133404545,Portal 2,Shooter,5
134322141,Portal 2,Shooter,2
136135322,Portal 2,Shooter,3
137451490,Portal 2,Shooter,3
137508279,Portal 2,Shooter,2
138725344,Portal 2,Shooter,5
140820563,Portal 2,Shooter,3
143062096,Portal 2,Shooter,1
143643478,Portal 2,Shooter,4
144580725,Portal 2,Shooter,4
145512685,Portal 2,Shooter,3
147859903,Portal 2,Shooter,3
148674157,Portal 2,Shooter,4
149143479,Portal 2,Shooter,5
149920224,Portal 2,Shooter,1
150033540,Portal 2,Shooter,2
151015947,Portal 2,Shooter,3
152419713,Portal 2,Shooter,2
153144971,Portal 2,Shooter,2
153643202,Portal 2,Shooter,5
153821154,Portal 2,Shooter,5
154296520,Portal 2,Shooter,4
155919035,Portal 2,Shooter,2
156071982,Portal 2,Shooter,3
156615447,Portal 2,Shooter,3
156675178,Portal 2,Shooter,2
156879739,Portal 2,Shooter,4
157391838,Portal 2,Shooter,5
157530604,Portal 2,Shooter,5
158608850,Portal 2,Shooter,5
159428605,Portal 2,Shooter,2
159734412,Portal 2,Shooter,5
160299889,Portal 2,Shooter,3
160883669,Portal 2,Shooter,2
162081645,Portal 2,Shooter,2
167013261,Portal 2,Shooter,3
167167647,Portal 2,Shooter,1
170201716,Portal 2,Shooter,1
170377069,Portal 2,Shooter,5
170485590,Portal 2,Shooter,1
170911456,Portal 2,Shooter,3
172518437,Portal 2,Shooter,3
174002551,Portal 2,Shooter,2
174674290,Portal 2,Shooter,5
180753437,Portal 2,Shooter,5
183838531,Portal 2,Shooter,2
184314651,Portal 2,Shooter,5
185079540,Portal 2,Shooter,2
187463594,Portal 2,Shooter,5
189818681,Portal 2,Shooter,3
190191843,Portal 2,Shooter,1
191576449,Portal 2,Shooter,2
192105970,Portal 2,Shooter,1
194670621,Portal 2,Shooter,5
197652539,Portal 2,Shooter,3
199693353,Portal 2,Shooter,2
200059104,Portal 2,Shooter,3
210576042,Portal 2,Shooter,5
223330523,Portal 2,Shooter,5
234024191,Portal 2,Shooter,3
234108053,Portal 2,Shooter,1
234488787,Portal 2,Shooter,4
235692659,Portal 2,Shooter,3
242937979,Portal 2,Shooter,1
249570072,Portal 2,Shooter,3
251635136,Portal 2,Shooter,2
264500948,Portal 2,Shooter,2
273437868,Portal 2,Shooter,2
277635586,Portal 2,Shooter,2
297650024,Portal 2,Shooter,2
300217861,Portal 2,Shooter,3
76767,Age of Empires II HD Edition,Real Time Strategy (RTS),2
6928806,Age of Empires II HD Edition,Real Time Strategy (RTS),1
14962163,Age of Empires II HD Edition,Real Time Strategy (RTS),5
