,Game-title,Genre
2121,Age of Wonders III,Role-playing (RPG)
2122,Alien Breed 2 Assault,Shooter
2123,Alpha Protocol,Shooter
2124,Amnesia A Machine for Pigs,Puzzle
2125,Amnesia The Dark Descent,Puzzle
2126,Aquaria,Genre not found
2127,Armikrog,Point-and-click
2128,Arx Fatalis,Puzzle
2129,Awesomenauts,Platform
2130,Baldur's Gate II Enhanced Edition,Role-playing (RPG)
2131,Batman Arkham Origins,Fighting
2132,BattleBlock Theater,Platform
2133,Battlefield Bad Company 2,Shooter
2134,BioShock Infinite,Shooter
2135,BioShock Infinite - Season Pass,Genre not found
2136,BioShock Infinite Burial at Sea - Episode 1,Shooter
2137,BioShock Infinite Burial at Sea - Episode 2,Shooter
2138,Borderlands,Shooter
2139,Broken Age,Point-and-click
2140,Brothers - A Tale of Two Sons,Puzzle
2141,Brtal Legend,Genre not found
2142,Bulletstorm,Adventure
2143,Call of Juarez Gunslinger,Shooter
2144,Castle Crashers,Puzzle
2145,Cave Story+,Shooter
2146,Child of Light,Platform
2147,Chivalry Medieval Warfare,Fighting
2148,Company of Heroes,Real Time Strategy (RTS)
2149,Company of Heroes (New Steam Version),Genre not found
2150,Company of Heroes Opposing Fronts,Real Time Strategy (RTS)
2151,Company of Heroes Tales of Valor,Real Time Strategy (RTS)
2152,Crusader Kings II,Role-playing (RPG)
2153,Crysis 2 Maximum Edition,Shooter
2154,DARK SOULS II,Role-playing (RPG)
2155,DARK SOULS II - Season Pass,Genre not found
2156,DARK SOULS II Crown of the Old Iron King,Role-playing (RPG)
2157,DARK SOULS II Scholar of the First Sin,Role-playing (RPG)
2158,Dark Souls Prepare to Die Edition,Role-playing (RPG)
2159,Darkest Dungeon,Role-playing (RPG)
2160,Darksiders,Point-and-click
2161,Darksiders II,Role-playing (RPG)
2162,Dead Island,Shooter
2163,Deadlight,Platform
2164,Dear Esther,Adventure
2165,Dishonored,Puzzle
2166,Divinity Original Sin,Role-playing (RPG)
2167,Divinity Original Sin Enhanced Edition,Role-playing (RPG)
2168,DmC Devil May Cry,Puzzle
2169,Don't Starve,Simulator
2170,Don't Starve Together Beta,Genre not found
2171,Dragon Age Origins - Ultimate Edition,Role-playing (RPG)
2172,Driver San Francisco,Racing
2173,DuckTales Remastered,Platform
2174,Dungeon Defenders,Role-playing (RPG)
2175,Dungeons of Dredmor,Role-playing (RPG)
2176,Dying Light,Shooter
2177,Endless Legend,Strategy
2178,Euro Truck Simulator 2,Simulator
2179,F.E.A.R. 3,Shooter
2180,Fallout,Role-playing (RPG)
2181,Fallout 4,Shooter
2182,Fallout New Vegas,Shooter
2183,Fallout New Vegas Courier's Stash,Shooter
2184,Fallout New Vegas Dead Money,Shooter
2185,Fallout New Vegas Honest Hearts,Shooter
2186,Galactic Civilizations II Ultimate Edition,Strategy
2187,Garry's Mod,Simulator
2188,Gish,Platform
2189,Goat Simulator,Simulator
2190,Gone Home,Point-and-click
2191,Grim Fandango Remastered,Point-and-click
2192,Guacamelee! Gold Edition,Platform
2193,Gunpoint,Platform
2194,Guns of Icarus Online,Shooter
2195,Hardland,Role-playing (RPG)
2196,Hitman Absolution,Shooter
2197,Hitman Sniper Challenge,Shooter
2198,Hotline Miami,Shooter
2199,Insanely Twisted Shadow Planet,Shooter
2200,Insurgency,Shooter
2201,Jazzpunk,Puzzle
2202,Jet Set Radio,Platform
2203,Just Cause 2,Shooter
2204,Just Cause 2 Multiplayer Mod,Adventure
2205,Killing Floor 2,Shooter
2206,Kingdoms of Amalur Reckoning,Role-playing (RPG)
2207,LEGO Batman 2,Platform
2208,LEGO MARVEL Super Heroes,Puzzle
2209,Lara Croft and the Guardian of Light,Shooter
2210,Left 4 Dead,Genre not found
2211,Legend of Grimrock,Puzzle
2212,Legend of Grimrock 2,Puzzle
2213,Little Inferno,Puzzle
2214,Lost Planet Extreme Condition,Shooter
2215,Lugaru HD ,Fighting
2216,METAL GEAR SOLID V GROUND ZEROES,Shooter
2217,METAL GEAR SOLID V THE PHANTOM PAIN,Shooter
2218,Machinarium,Point-and-click
2219,Magicka,Role-playing (RPG)
2220,Mark of the Ninja,Platform
2221,Mass Effect 2,Shooter
2222,Metro 2033,Shooter
2223,Metro Last Light,Shooter
2224,Might & Magic Heroes VI,Role-playing (RPG)
2225,Monaco,Strategy
2226,Monkey Island 2 Special Edition,Point-and-click
2227,Mortal Kombat X,Fighting
2228,Natural Selection 2,Shooter
2229,Nexuiz,Shooter
2230,Nexuiz Beta,Genre not found
2231,Nexuiz STUPID Mode,Genre not found
2232,NiGHTS into Dreams...,Genre not found
2233,Nidhogg,Fighting
2234,ORION Prelude,Shooter
2235,Octodad Dadliest Catch,Platform
2236,OlliOlli,Platform
2237,Orcs Must Die! 2,Shooter
2238,Outlast,Adventure
2239,PAYDAY 2,Shooter
2240,PROTOTYPE 2,Platform
2241,"Papers, Please",Point-and-click
2242,Patch testing for Chivalry,Genre not found
2243,Penumbra Overture,Puzzle
2244,Pillars of Eternity,Role-playing (RPG)
2245,Prison Architect,Simulator
2246,Prototype,Visual Novel
2247,Prototype 2 RADNET Access Pack,Genre not found
2248,RAGE,Shooter
2249,Red Faction Armageddon,Shooter
2250,Red Faction Guerrilla Steam Edition,Shooter
2251,Risk of Rain,Shooter
2252,Rocket League,Racing
2253,Rogue Legacy,Platform
2254,Rust,Shooter
2255,STAR WARS Knights of the Old Republic II The Sith Lords,Role-playing (RPG)
2256,Saints Row IV,Shooter
2257,Saints Row The Third,Shooter
2258,Samorost 2,Point-and-click
2259,Sanctum,Turn-based strategy (TBS)
2260,Sanctum 2,Shooter
2261,Satellite Reign,Real Time Strategy (RTS)
2262,Savage Lands,Role-playing (RPG)
2263,Scribblenauts Unlimited,Platform
2264,Serious Sam HD The Second Encounter,Shooter
2265,Shadow Warrior,Fighting
2266,Shadowrun Dragonfall,Role-playing (RPG)
2267,Shadowrun Dragonfall - Director's Cut,Role-playing (RPG)
2268,Shadowrun Hong Kong,Role-playing (RPG)
2269,Shadowrun Returns,Role-playing (RPG)
2270,Sid Meier's Civilization Beyond Earth,Simulator
2271,Sid Meier's Civilization V,Simulator
2272,Sid Meier's Civilization V Brave New World,Strategy
2273,"Sir, You Are Being Hunted",Adventure
2274,Sleeping Dogs,Shooter
2275,Sonic & All-Stars Racing Transformed,Racing
2276,Sonic Generations,Platform
2277,South Park The Stick of Truth,Role-playing (RPG)
2278,Spec Ops The Line,Shooter
2279,Squishy the Suicidal Pig,Platform
2280,Stacking,Puzzle
2281,Starbound,Platform
2282,Starbound - Unstable,Genre not found
2283,State of Decay,Shooter
2284,Styx Master of Shadows,Role-playing (RPG)
2285,Surgeon Simulator,Puzzle
2286,Teleglitch Die More Edition,Shooter
2287,Terraria,Platform
2288,The Banner Saga,Role-playing (RPG)
2289,The Banner Saga - Mod Content,Genre not found
2290,The Binding of Isaac,Shooter
2291,The Cave,Puzzle
2292,The Forest,Role-playing (RPG)
2293,The Long Dark,Shooter
2294,The Lord of the Rings War in the North,Role-playing (RPG)
2295,The Secret of Monkey Island Special Edition,Point-and-click
2296,The Swapper,Platform
2297,The Talos Principle,Puzzle
2298,The Testament of Sherlock Holmes,Point-and-click
2299,The Walking Dead Season Two,Point-and-click
2300,The Witcher 2 Assassins of Kings Enhanced Edition,Role-playing (RPG)
2301,The Witcher 3 Wild Hunt,Role-playing (RPG)
2302,The Witcher 3 Wild Hunt - New Finisher Animations,Genre not found
2303,The Wolf Among Us,Point-and-click
2304,To the Moon,Quiz/Trivia
2305,Tom Clancy's Splinter Cell Blacklist,Shooter
2306,Tomb Raider,Shooter
2307,Tomb Raider Anniversary,Shooter
2308,Torchlight,Role-playing (RPG)
2309,Tower of Guns,Shooter
2310,Transformers Fall of Cybertron,Shooter
2311,Transistor,Role-playing (RPG)
2312,Tribes Ascend - Steam Starter Pack,Genre not found
2313,Trine 2,Platform
2314,Undertale,Role-playing (RPG)
2315,Unturned,Shooter
2316,Viscera Cleanup Detail Shadow Warrior,Simulator
2317,"Warhammer 40,000 Dawn of War II",Real Time Strategy (RTS)
2318,"Warhammer 40,000 Dawn of War II - Chaos Rising",Real Time Strategy (RTS)
2319,Warhammer End Times - Vermintide,Shooter
2320,Warhammer End Times - Vermintide Sigmar's Blessing,Indie
2321,Wasteland 1 - The Original Classic,Genre not found
2322,Wasteland 2,Role-playing (RPG)
2323,Wasteland 2 Director's Cut,Role-playing (RPG)
2324,World of Goo,Puzzle
2325,XCOM Enemy Within,Simulator
2326,Counter-Strike Nexon Zombies,Genre not found
2327,Eldevin,Role-playing (RPG)
2328,Fallen Earth,Shooter
2329,Magicka Wizard Wars,Role-playing (RPG)
2330,PlanetSide 2,Shooter
2331,RaceRoom Racing Experience ,Racing
2332,Ragnarok Online 2,Shooter
2333,Realm of the Mad God,Role-playing (RPG)
2334,Rise of Incarnates,Fighting
2335,The Mighty Quest For Epic Loot,Hack and slash/Beat 'em up
2336,Warface,Shooter
2337,theHunter,Shooter
2338,Call of Duty Black Ops II,Shooter
2339,Call of Duty Black Ops II - Multiplayer,Genre not found
2340,Call of Duty Black Ops II - Zombies,Shooter
2341,Darkest Hour Europe '44-'45,Shooter
2342,Day of Defeat Source,Shooter
2343,Mare Nostrum,Genre not found
2344,Red Orchestra Ostfront 41-45,Shooter
2345,War Thunder,Genre not found
2346,Axel & Pixel,Point-and-click
2347,BRINK,Point-and-click
2348,Battlefield 2,Shooter
2349,BioShock,Shooter
2350,BioShock 2,Shooter
2351,Bloody Good Time,Shooter
2352,Borderlands DLC Claptraps New Robot Revolution,Genre not found
2353,Borderlands DLC Mad Moxxi's Underdome Riot,Genre not found
2354,Borderlands DLC The Secret Armory of General Knoxx,Genre not found
2355,Borderlands DLC The Zombie Island of Dr. Ned,Genre not found
2356,Call of Duty 4 Modern Warfare,Shooter
2357,Call of Duty Advanced Warfare,Shooter
2358,Call of Duty Advanced Warfare - Multiplayer,Shooter
2359,Call of Duty Ghosts,Shooter
2360,Call of Duty Ghosts - Multiplayer,Genre not found
2361,CivCity Rome,Strategy
2362,Dark Messiah of Might & Magic Multi-Player,Genre not found
2363,Dark Messiah of Might & Magic Single Player,Genre not found
2364,DayZ,Shooter
2365,Dead Space,Shooter
2366,Duke Nukem Forever,Platform
2367,Eufloria,Real Time Strategy (RTS)
2368,Eufloria HD,Puzzle
2369,Eufloria HD Original Soundtrack,Genre not found
2370,Freedom Force,Role-playing (RPG)
2371,Freedom Force vs. the 3rd Reich,Role-playing (RPG)
2372,Front Mission Evolved,Shooter
2373,Half-Life Source,Shooter
2374,Heroes of Annihilated Empires,Strategy
2375,Homefront,Shooter
2376,Hydrophobia Prophecy,Shooter
2377,I Am Alive,Adventure
2378,Ignite,Genre not found
2379,Killing Floor,Shooter
2380,Killing Floor Mod Defence Alliance 2,Genre not found
2381,Mafia,Fighting
2382,Mafia II,Shooter
2383,Mass Effect,Role-playing (RPG)
2384,Max Payne 2 The Fall of Max Payne,Shooter
2385,Medal of Honor Pre-Order,Genre not found
2386,Medal of Honor(TM) Multiplayer,Genre not found
2387,Medal of Honor(TM) Single Player,Genre not found
2388,NBA 2K10,Simulator
2389,NBA 2K11,Sport
2390,No More Room in Hell,Shooter
2391,Osmos,Puzzle
2392,PC Gamer,Simulator
2393,Painkiller Black Edition,Shooter
2394,Painkiller Hell & Damnation,Shooter
2395,Painkiller Hell & Damnation Beta,Genre not found
2396,Painkiller Overdose,Shooter
2397,Painkiller Resurrection,Shooter
2398,RIFT,Role-playing (RPG)
2399,Railroad Tycoon 2 Platinum,Simulator
2400,Railroad Tycoon 3,Simulator
2401,Section 8 Prejudice,Shooter
2402,Shattered Horizon,Shooter
2403,Shattered Union,Strategy
2404,Sid Meier's Civilization III Complete,Simulator
2405,Sid Meier's Civilization IV,Simulator
2406,Sid Meier's Civilization IV Beyond the Sword,Simulator
2407,Sid Meier's Civilization IV Colonization,Simulator
2408,Sid Meier's Civilization IV Warlords,Simulator
2409,Sid Meier's Railroads!,Simulator
2410,Sniper Elite,Shooter
2411,Sniper Elite V2,Shooter
2412,Sniper Ghost Warrior,Genre not found
2413,Stronghold 2,Real Time Strategy (RTS)
2414,Stronghold Crusader Extreme HD,Real Time Strategy (RTS)
2415,Stronghold Crusader HD,Real Time Strategy (RTS)
2416,Stronghold HD,Real Time Strategy (RTS)
2417,Stronghold Legends,Real Time Strategy (RTS)
2418,Synergy,Simulator
2419,The Misadventures of P.B. Winterbottom,Platform
2420,Unreal Gold,Shooter
2421,Unreal II The Awakening,Shooter
2422,Unreal Tournament 2004,Shooter
2423,Unreal Tournament 3 Black Edition,Shooter
2424,Unreal Tournament Game of the Year Edition,Shooter
2425,Wolfenstein,Shooter
2426,X-COM Apocalypse,Real Time Strategy (RTS)
2427,X-COM Enforcer,Shooter
2428,X-COM Interceptor,Real Time Strategy (RTS)
2429,X-COM Terror from the Deep,Strategy
2430,X-COM UFO Defense,Strategy
2431,Zombie Driver,Shooter
2432,Zombie Panic Source,Shooter
2433,F1 2014,Racing
2434,Football Manager 2009,Sport
2435,Batman Arkham Asylum GOTY Edition,Genre not found
2436,Batman Arkham City GOTY,Genre not found
2437,Brothers in Arms Earned in Blood,Shooter
2438,Brothers in Arms Hell's Highway,Shooter
2439,Brothers in Arms Road to Hill 30,Shooter
2440,Cabela's Dangerous Hunts 2013,Shooter
2441,A Valley Without Wind,Strategy
2442,A Valley Without Wind 2,Platform
2443,A.R.E.S.,Shooter
2444,AI War Fleet Command,Real Time Strategy (RTS)
2445,Age of Chivalry,Fighting
2446,Air Conflicts Pacific Carriers,Simulator
2447,Alien Zombie Megadeath,Platform
2448,And Yet It Moves,Platform
2449,Anna - Extended Edition,Puzzle
2450,Anomaly Warzone Earth,Real Time Strategy (RTS)
2451,Antichamber,Platform
2452,ArcaniA,Role-playing (RPG)
2453,Arma Cold War Assault,Shooter
2454,Assassin's Creed II,Platform
2455,Assassin's Creed III,Adventure
2456,Assassin's Creed Revelations,Adventure
2457,Atom Zombie Smasher ,Strategy
2458,Avadon The Black Fortress,Role-playing (RPG)
2459,Avernum 4,Role-playing (RPG)
2460,Avernum 5,Point-and-click
2461,Avernum 6,Role-playing (RPG)
2462,Avernum Escape From the Pit,Role-playing (RPG)
2463,BIT.TRIP RUNNER,Music
2464,Batman Arkham City,Hack and slash/Beat 'em up
2465,Beatbuddy Tale of the Guardians,Music
2466,"Ben There, Dan That!",Point-and-click
2467,Blackwell Deception,Point-and-click
2468,Blocks That Matter,Platform
2469,Blood Bowl Legendary Edition,Sport
2470,Braid,Platform
2471,Bullet Candy,Shooter
2472,Burnout Paradise The Ultimate Box,Racing
2473,Cities XL Platinum,Simulator
2474,Closure,Adventure
2475,Cogs,Puzzle
2476,Command and Conquer Red Alert 3 - Uprising,Real Time Strategy (RTS)
2477,Confrontation,Genre not found
2478,Cortex Command,Shooter
2479,Costume Quest,Role-playing (RPG)
2480,Crayon Physics Deluxe,Puzzle
2481,Crysis Warhead,Shooter
2482,Crysis Wars,Shooter
2483,DEFCON,Real Time Strategy (RTS)
2484,DOOM II Hell on Earth,Shooter
2485,Darwinia,Real Time Strategy (RTS)
2486,Deadlight Original Soundtrack,Genre not found
2487,DeathSpank,Fighting
2488,DeathSpank Thongs Of Virtue,Role-playing (RPG)
2489,Defense Grid 2,Real Time Strategy (RTS)
2490,Defense Grid Resurgence Map Pack 1,Strategy
2491,Defense Grid Resurgence Map Pack 2 ,Strategy
2492,Defense Grid Resurgence Map Pack 3,Strategy
2493,Defense Grid Resurgence Map Pack 4,Strategy
2494,Defense Grid The Awakening,Real Time Strategy (RTS)
2495,Dino D-Day,Shooter
2496,Divinity II Developer's Cut,Role-playing (RPG)
2497,Doc Clock The Toasted Sandwich of Time,Platform
2498,DogFighter,Simulator
2499,Dungeonland,Role-playing (RPG)
2500,Dungeonland - All access pass,Genre not found
2501,Dust An Elysian Tail,Platform
2502,Dwarfs!?,Role-playing (RPG)
2503,EDGE,Platform
2504,Eets Munchies,Platform
2505,Empire Total War,Real Time Strategy (RTS)
2506,Europa Universalis III,Real Time Strategy (RTS)
2507,FEZ,Genre not found
2508,Faerie Solitaire,Puzzle
2509,Far Cry 2,Shooter
2510,Far Cry 2 Fortunes Pack,Genre not found
2511,Far Cry 3 Blood Dragon,Shooter
2512,Fate of the World,Simulator
2513,Finding Teddy,Music
2514,Finding Teddy Soundtrack,Genre not found
2515,Floating Point,Platform
2516,Foreign Legion Buckets of Blood,Shooter
2517,Foul Play,Adventure
2518,Frozen Synapse,Shooter
2519,Galaxy on Fire 2 Full HD,Genre not found
2520,Galcon Fusion,Real Time Strategy (RTS)
2521,Game of Thrones ,Role-playing (RPG)
2522,Gemini Rue,Point-and-click
2523,Geneforge 1,Role-playing (RPG)
2524,Geneforge 2,Role-playing (RPG)
2525,Geneforge 3,Role-playing (RPG)
2526,Geneforge 4,Role-playing (RPG)
2527,Geneforge 5,Role-playing (RPG)
2528,Geometry Wars Retro Evolved,Arcade
2529,Giana Sisters Twisted Dreams,Platform
2530,Gratuitous Space Battles,Real Time Strategy (RTS)
2531,"Hack, Slash, Loot",Role-playing (RPG)
2532,Hacker Evolution - Untold,Simulator
2533,Hacker Evolution Duality,Indie
2534,Half Minute Hero Super Mega Neo Climax Ultimate Boy,Shooter
2535,Hammerfight,Fighting
2536,Hammerwatch,Role-playing (RPG)
2537,Hard Reset,Shooter
2538,Hard Reset Exile DLC,Genre not found
2539,Home,Indie
2540,"I Have No Mouth, and I Must Scream",Point-and-click
2541,Indie Game The Movie,Genre not found
2542,Iron Grip Warlord,Shooter
2543,Jamestown,Shooter
2544,Jolly Rover,Point-and-click
2545,King's Bounty Armored Princess,Role-playing (RPG)
2546,King's Bounty Crossworlds,Role-playing (RPG)
2547,Leviathan Warships,Strategy
2548,MacGuffin's Curse,Puzzle
2549,Madballs in...Babo Invasion,Genre not found
2550,Magicka Nippon,Role-playing (RPG)
2551,Magicka Vietnam,Role-playing (RPG)
2552,Magicka Wizard's Survival Kit,Role-playing (RPG)
2553,Master Levels for DOOM II,Shooter
2554,McPixel,Point-and-click
2555,Medieval II Total War,Strategy
2556,Medieval II Total War Kingdoms,Strategy
2557,Memoria,Point-and-click
2558,Midnight Club II,Racing
2559,Mirror's Edge,Shooter
2560,Monster Loves You!,Puzzle
2561,Mount & Blade Warband,Shooter
2562,Multiwinia,Real Time Strategy (RTS)
2563,Napoleon Total War,Real Time Strategy (RTS)
2564,Nethergate Resurrection,Role-playing (RPG)
2565,NightSky,Shooter
2566,Nimbus,Adventure
2567,Oddworld Abe's Oddysee,Platform
2568,Offspring Fling!,Platform
2569,"On the Rain-Slick Precipice of Darkness, Episode One",Role-playing (RPG)
2570,"On the Rain-Slick Precipice of Darkness, Episode Two",Role-playing (RPG)
2571,Orcs Must Die!,Shooter
2572,PAYDAY The Heist,Shooter
2573,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,Role-playing (RPG)
2574,PixelJunk Monsters Ultimate,Puzzle
2575,Plain Sight,Fighting
2576,Portal Stories Mel,Puzzle
2577,Prince of Persia,Genre not found
2578,Project Zomboid,Role-playing (RPG)
2579,Proteus,Adventure
2580,Psychonauts,Platform
2581,Psychonauts Demo,Genre not found
2582,RAW - Realms of Ancient War,Role-playing (RPG)
2583,Race The Sun,Racing
2584,Red Orchestra 2 Heroes of Stalingrad - Single Player,Genre not found
2585,Renegade Ops,Shooter
2586,Revenge of the Titans,Role-playing (RPG)
2587,Risen 2 - Dark Waters,Role-playing (RPG)
2588,Rising Storm/Red Orchestra 2 Multiplayer,Simulator
2589,Robocraft,Shooter
2590,Rochard,Platform
2591,Rock of Ages,Racing
2592,Rome Total War,Real Time Strategy (RTS)
2593,S.T.A.L.K.E.R. Shadow of Chernobyl,Shooter
2594,Sacred 2 Gold,Role-playing (RPG)
2595,Saints Row 2,Shooter
2596,Saira,Platform
2597,Scoregasm,Shooter
2598,Shadow Man,Shooter
2599,Shadowgrounds,Shooter
2600,Shadowgrounds Survivor,Shooter
2601,Shank,Hack and slash/Beat 'em up
2602,Shank 2,Hack and slash/Beat 'em up
2603,Shatter,Puzzle
2604,SimCity 4 Deluxe,Simulator
2605,Sine Mora,Shooter
2606,SkyDrift,Racing
2607,Snapshot,Platform
2608,Snuggle Truck,Racing
2609,Space Pirates and Zombies,Role-playing (RPG)
2610,SpaceChem,Puzzle
2611,SpellForce 2 - Faith in Destiny,Real Time Strategy (RTS)
2612,Star Trek Online,Role-playing (RPG)
2613,SteamWorld Dig,Platform
2614,Steel Storm Burning Retribution,Indie
2615,Super Meat Boy,Platform
2616,Super Monday Night Combat,Shooter
2617,Supreme Commander,Real Time Strategy (RTS)
2618,Supreme Commander Forged Alliance,Real Time Strategy (RTS)
2619,Swords and Soldiers HD,Real Time Strategy (RTS)
2620,TRAUMA,Visual Novel
2621,Tales of Maj'Eyal,Role-playing (RPG)
2622,Tales of Maj'Eyal - Ashes of Urh'Rok,Role-playing (RPG)
2623,The Baconing,Role-playing (RPG)
2624,The Ball,Fighting
2625,The Dark Eye Chains of Satinav,Point-and-click
2626,The Expendabros,Shooter
2627,The Guild II,Real Time Strategy (RTS)
2628,The Incredible Adventures of Van Helsing,Role-playing (RPG)
